kunde_id,alder,maaneder_som_kunde,maanedspris_kr,ukentlig_bruk_timer,supporthenvendelser_6mnd,forsinkede_betalinger_12mnd,kontrakt,autotrekk,tilfredshet,churn
K0392,59,96,70.9,8.97,2,0,Maaned,Nei,7.11,0
K0393,43,22,84.41,16.38,0,3,Ett_aar,Nei,5.28,0
K0394,28,49,60.29,2.92,2,1,Maaned,Nei,5.39,0
K0395,63,31,68.98,2.71,3,0,Maaned,Nei,4.59,0
K0396,18,54,79.86,14.61,2,0,To_aar,Ja,7.46,0
K0397,52,17,62.4,16.05,1,3,Maaned,Nei,4.81,0
K0398,21,39,82.14,9.7,0,1,Ett_aar,Nei,6.36,0
K0399,78,45,63.53,10.13,3,0,Maaned,Nei,,0
K0400,18,21,72.81,9.06,1,1,Ett_aar,Ja,7.22,1
K0401,51,4,61.14,16.33,0,1,Maaned,Ja,6.92,0
K0402,58,37,78.38,15.02,1,1,To_aar,Ja,4.12,1
K0403,43,20,80.01,12.84,4,3,Maaned,Ja,4.23,1
K0404,35,29,74.82,10.01,0,1,Maaned,Ja,5.49,0
K0405,24,36,76.29,8.24,2,0,Ett_aar,Ja,,0
K0406,25,89,65.11,8.98,2,2,Maaned,Nei,6.27,1
K0407,54,20,83.97,11.71,0,1,Ett_aar,Ja,9.36,0
K0408,69,40,42.53,11.43,1,2,To_aar,Ja,7.06,0
K0409,36,26,69.57,0.86,3,0,Ett_aar,Ja,5.2,0
K0410,51,76,70.78,12.91,0,1,To_aar,Ja,6.52,0
K0411,45,29,75.95,12.84,1,0,Ett_aar,Nei,6.97,0
K0412,62,68,76.76,16.83,2,2,Ett_aar,Nei,3.81,0
K0413,18,26,53.52,6.42,1,1,To_aar,Ja,8.11,0
K0414,48,42,59.03,16.93,1,1,To_aar,Ja,7.62,0
K0415,43,87,81.2,12.1,1,1,Ett_aar,Ja,6.45,0
K0416,27,69,90.15,13.8,4,1,Maaned,Ja,4.4,0
K0417,51,23,66.54,8.29,1,1,Ett_aar,Nei,6.78,0
K0418,32,46,77.29,6.49,3,0,To_aar,Ja,5.49,0
K0419,31,11,81.36,13.47,0,3,Maaned,Nei,8.14,1
K0420,28,45,83.35,8.43,1,0,Maaned,Ja,8.42,1
K0421,52,45,75.92,17.14,2,0,Maaned,Ja,5.29,0
K0422,29,36,66.34,8.97,0,0,Ett_aar,Ja,7.03,0
K0423,37,8,84.04,17.33,2,1,Maaned,Nei,2.17,1
K0424,36,36,75.89,7.79,1,1,Maaned,Ja,5.6,0
K0425,50,44,70.05,15.33,0,0,To_aar,Ja,7.05,0
K0426,24,62,60.67,10.29,4,1,Ett_aar,Ja,6.0,0
K0427,43,43,81.14,13.73,1,1,To_aar,Ja,3.19,0
K0428,46,33,78.01,15.24,1,1,Maaned,Ja,6.48,1
K0429,40,86,71.03,9.16,0,1,Maaned,Nei,7.42,0
K0430,47,39,65.23,8.26,0,2,To_aar,Ja,7.95,0
K0431,49,19,90.15,11.66,1,3,Maaned,Nei,4.83,1
K0432,24,24,71.62,11.81,2,1,Maaned,Nei,7.67,0
K0433,28,34,66.46,18.35,1,0,Maaned,Nei,10.0,0
K0434,39,23,65.65,13.22,1,1,Ett_aar,Ja,7.48,0
K0435,53,26,64.88,5.65,2,2,Ett_aar,Nei,5.06,0
K0436,41,9,80.72,11.99,2,2,Maaned,Ja,4.7,0
K0437,49,48,55.14,11.75,1,1,To_aar,Ja,8.12,0
K0438,21,28,73.26,12.09,0,2,To_aar,Ja,6.24,0
K0439,18,16,96.68,18.11,3,1,Maaned,Nei,6.39,0
K0440,44,40,70.8,10.45,0,0,Maaned,Ja,7.27,0
K0441,,53,83.89,9.66,0,0,To_aar,Ja,9.1,0
K0442,28,28,84.16,9.95,1,0,Maaned,Ja,8.5,0
K0443,57,5,54.56,14.8,1,0,Maaned,Nei,6.04,1
K0444,30,18,83.57,,2,1,Maaned,Ja,6.31,0
K0445,64,108,46.72,5.68,1,0,To_aar,Ja,7.42,0
K0446,44,40,81.64,9.54,1,1,Ett_aar,Nei,6.12,1
K0447,60,35,65.57,14.59,3,0,To_aar,Ja,5.94,0
K0448,47,72,86.5,7.76,1,1,Maaned,Ja,6.83,0
K0449,53,105,74.4,11.79,2,2,Ett_aar,Ja,6.73,0
K0450,51,28,89.74,13.86,0,1,Maaned,Nei,10.0,0
K0451,26,82,72.32,17.62,0,0,Ett_aar,Ja,7.52,0
K0452,42,66,96.21,14.5,3,1,Maaned,Nei,2.77,1
K0453,34,115,80.16,6.13,0,1,Maaned,Nei,7.43,0
K0454,25,11,78.24,24.89,0,1,Maaned,Ja,,0
K0455,52,24,90.06,12.83,2,0,Maaned,Ja,4.97,0
K0456,40,12,88.94,12.03,1,1,Ett_aar,Ja,6.29,0
K0457,32,119,55.93,13.79,3,0,Ett_aar,Ja,7.43,0
K0458,49,35,66.37,10.72,2,0,To_aar,Ja,7.49,0
K0459,47,21,85.92,13.93,1,0,Maaned,Nei,6.84,0
K0460,39,55,75.82,13.29,0,1,Maaned,Nei,7.78,0
K0461,52,14,67.66,14.66,0,0,Maaned,Nei,9.52,0
K0462,54,27,50.49,14.48,0,3,Maaned,Nei,6.19,0
K0463,19,45,65.88,5.46,1,0,Maaned,Ja,6.08,0
K0464,18,55,74.57,8.37,0,0,Ett_aar,Ja,5.89,0
K0465,34,58,66.99,13.21,1,1,Ett_aar,Ja,8.18,0
K0466,51,43,89.73,14.49,2,1,Ett_aar,Nei,7.56,0
K0467,25,41,63.57,6.26,1,1,Maaned,Nei,9.82,0
K0468,56,38,69.6,8.99,1,2,Maaned,Ja,4.24,0
K0469,64,23,57.59,3.71,0,0,Ett_aar,Ja,9.48,0
K0470,51,81,76.33,11.58,2,0,Maaned,Nei,5.67,0
K0471,42,10,89.97,6.84,0,1,Maaned,Nei,6.81,1
K0472,31,28,76.35,13.55,2,2,Maaned,Nei,7.75,0
K0473,43,21,66.65,8.04,1,1,Ett_aar,Nei,8.85,0
K0474,34,35,82.59,10.72,2,0,Maaned,Ja,8.33,1
K0475,37,8,78.49,7.04,1,0,Maaned,Nei,6.44,0
K0476,23,45,79.18,5.76,2,1,To_aar,Ja,5.78,1
K0477,43,25,61.26,10.21,2,0,Ett_aar,Ja,6.81,0
K0478,51,23,96.08,10.76,1,0,Maaned,Nei,7.11,0
K0479,47,13,74.58,10.2,1,0,Ett_aar,Ja,6.17,0
K0480,58,57,71.57,11.58,1,0,Maaned,Ja,6.29,0
K0481,33,66,80.08,10.01,0,0,Maaned,Ja,7.99,0
K0482,37,4,68.43,10.53,4,2,Maaned,Ja,3.59,1
K0483,52,32,87.89,14.9,1,1,Maaned,Ja,4.79,0
K0484,18,54,81.47,15.44,1,0,Maaned,Ja,7.23,0
K0485,61,18,67.37,18.29,4,1,Maaned,Ja,5.92,1
K0486,40,18,50.8,13.46,1,2,Ett_aar,Ja,6.49,0
K0487,20,80,63.18,17.29,2,1,Ett_aar,Ja,5.91,0
K0488,32,16,74.47,20.57,2,1,Maaned,Nei,7.36,0
K0489,42,47,67.02,16.93,0,1,Maaned,Ja,8.4,0
K0490,54,39,68.77,15.44,1,0,Ett_aar,Nei,10.0,0
K0491,26,58,81.81,14.49,2,0,Ett_aar,Ja,7.66,0
K0492,46,36,98.08,11.61,2,0,Maaned,Nei,5.13,1
K0493,51,28,102.35,10.71,2,1,Maaned,Nei,4.75,1
K0494,43,27,61.34,18.91,0,1,To_aar,Ja,7.86,0
K0495,48,77,60.37,13.28,1,2,Ett_aar,Ja,5.76,0
K0496,31,16,87.55,17.54,0,1,Maaned,Ja,8.16,0
K0497,32,62,89.74,10.36,1,2,Maaned,Ja,5.9,1
K0498,36,66,76.03,15.42,0,2,Ett_aar,Nei,5.8,0
K0499,42,29,81.98,12.19,0,1,Ett_aar,Ja,5.25,0
K0500,28,36,83.1,11.52,3,0,Maaned,Ja,5.41,0
K0501,56,34,68.89,9.46,2,0,Ett_aar,Ja,6.59,0
K0502,34,62,68.0,10.03,1,0,Ett_aar,Ja,8.01,0
K0503,18,44,60.01,4.75,1,0,Ett_aar,Ja,7.34,0
K0504,37,30,,5.43,2,0,Maaned,Nei,6.99,0
K0505,38,58,60.96,11.44,2,1,Ett_aar,Ja,7.81,0
K0506,,27,74.34,14.08,3,0,Ett_aar,Nei,9.05,0
K0507,34,39,79.0,6.38,0,2,Ett_aar,Nei,7.24,0
K0508,48,20,62.27,6.27,2,2,Maaned,Nei,7.91,0
K0509,52,67,62.77,8.37,0,1,Ett_aar,Ja,7.86,0
K0510,50,40,56.67,12.85,2,1,Ett_aar,Ja,10.0,0
K0511,44,14,73.63,1.65,1,1,Maaned,Nei,7.74,0
K0512,42,24,73.19,7.52,7,0,Maaned,Nei,2.66,1
K0513,59,24,85.92,14.81,0,1,Maaned,Nei,6.62,0
K0514,21,30,68.76,9.91,1,0,Ett_aar,Ja,8.94,0
K0515,59,37,42.37,9.14,2,1,Ett_aar,Ja,8.37,0
K0516,35,45,57.96,9.01,0,0,Ett_aar,Ja,10.0,0
K0517,36,31,55.86,15.65,0,0,Ett_aar,Nei,8.75,0
K0518,32,43,75.88,2.07,2,0,Maaned,Ja,6.21,0
K0519,57,29,54.25,,1,0,Maaned,Ja,8.35,0
K0520,63,46,78.94,17.38,1,0,Maaned,Nei,9.05,0
K0521,46,79,70.76,16.48,0,0,Ett_aar,Nei,9.18,0
K0522,62,18,69.81,15.1,1,0,Maaned,Ja,7.21,0
K0523,43,31,100.87,11.66,1,0,Maaned,Nei,7.38,1
K0524,51,34,59.35,7.42,2,0,To_aar,Ja,,0
K0525,31,61,69.49,8.49,0,2,Maaned,Ja,6.38,0
K0526,48,38,74.23,15.5,1,1,Ett_aar,Ja,6.43,0
K0527,33,21,78.23,10.93,2,0,Maaned,Ja,8.02,0
K0528,32,66,51.45,10.68,1,0,Maaned,Nei,8.22,0
K0529,56,66,74.26,5.57,2,1,Maaned,Ja,3.71,1
K0530,57,41,57.07,,4,2,To_aar,Ja,4.74,0
K0531,31,56,79.76,0.5,3,1,Maaned,Ja,5.35,1
K0532,36,54,83.72,10.13,2,1,Ett_aar,Ja,6.09,1
K0533,31,47,45.56,11.83,0,1,Ett_aar,Ja,7.71,0
K0534,24,10,83.27,7.27,3,2,Maaned,Nei,4.3,1
K0535,48,95,69.6,11.54,2,0,To_aar,Ja,6.64,1
K0536,18,57,64.64,7.93,0,1,To_aar,Ja,8.01,0
K0537,44,13,81.29,13.47,2,3,Maaned,Nei,3.74,1
K0538,44,30,61.07,11.43,3,1,Maaned,Ja,4.11,1
K0539,52,33,60.33,14.98,0,0,To_aar,Ja,9.75,0
K0540,50,27,74.98,9.99,0,1,Maaned,Ja,6.57,0
K0541,45,92,65.68,17.45,1,2,Maaned,Nei,3.97,1
K0542,48,19,75.87,7.16,2,1,Maaned,Ja,6.59,0
K0543,24,76,65.36,12.97,0,0,Ett_aar,Ja,9.46,0
K0544,25,66,104.58,8.83,1,0,Maaned,Ja,6.38,0
K0545,31,32,98.52,13.82,0,1,Maaned,Ja,6.93,0
K0546,42,69,77.66,8.83,0,0,Maaned,Ja,8.45,0
K0547,36,20,100.57,14.42,0,0,Maaned,Ja,5.97,0
K0548,49,52,83.45,12.59,2,1,Ett_aar,Ja,9.15,0
K0549,27,120,52.49,12.12,0,0,Ett_aar,Ja,8.71,0
K0550,42,11,73.62,11.49,0,0,Maaned,Nei,8.05,0
K0551,29,44,80.27,15.39,1,0,Ett_aar,Ja,8.5,0
K0552,22,48,78.12,11.85,3,2,Maaned,Nei,5.14,0
K0553,34,9,96.13,10.95,2,3,Maaned,Ja,6.0,1
K0554,59,10,68.95,0.58,1,1,Maaned,Nei,6.76,1
K0555,32,21,81.82,9.44,2,4,Ett_aar,Nei,5.09,1
K0556,34,5,78.71,8.57,2,2,Maaned,Nei,7.35,0
K0557,55,54,80.81,14.76,2,2,Maaned,Ja,6.59,0
K0558,,27,72.81,5.2,0,0,Maaned,Ja,9.65,0
K0559,68,11,74.82,15.03,3,1,Maaned,Nei,6.68,0
K0560,38,3,,0.5,2,2,Maaned,Nei,6.53,1
K0561,41,39,78.86,4.33,7,1,Ett_aar,Ja,2.86,1
K0562,47,33,42.76,4.84,0,1,Maaned,Ja,8.29,0
K0563,67,34,57.08,10.25,1,0,Ett_aar,Nei,,0
K0564,64,15,83.0,23.22,1,0,Ett_aar,Nei,4.97,0
K0565,51,40,86.94,14.01,1,0,Ett_aar,Ja,8.44,0
K0566,50,24,76.33,13.8,2,3,Maaned,Nei,8.54,1
K0567,23,44,78.76,10.32,1,2,Maaned,Nei,6.22,0
K0568,39,21,57.45,10.75,0,1,To_aar,Ja,7.11,0
K0569,21,2,67.89,10.41,1,1,Maaned,Nei,7.87,0
K0570,38,51,65.83,14.74,1,0,Ett_aar,Ja,6.8,0
K0571,40,34,66.58,10.17,0,0,Maaned,Nei,8.09,0
K0572,51,5,61.38,10.46,2,0,Maaned,Nei,5.87,0
K0573,50,15,90.48,14.82,0,1,Maaned,Ja,7.51,0
K0574,25,17,58.84,9.75,1,0,Ett_aar,Ja,7.02,0
K0575,31,15,48.78,10.25,1,1,Ett_aar,Ja,10.0,0
K0576,36,41,91.58,20.34,1,0,Ett_aar,Ja,5.74,0
K0577,54,85,101.41,15.43,1,1,Maaned,Nei,4.91,1
K0578,55,37,79.21,11.91,0,1,Maaned,Nei,7.37,1
K0579,40,51,97.04,18.58,1,1,Maaned,Nei,5.04,0
K0580,38,46,83.63,13.33,1,2,Ett_aar,Nei,6.01,0
K0581,33,42,63.62,7.67,1,1,To_aar,Ja,4.92,0
K0582,51,9,76.41,14.01,2,1,Maaned,Nei,,1
K0583,47,26,62.04,14.91,1,2,Ett_aar,Nei,4.05,1
K0584,60,8,79.76,6.18,2,2,Maaned,Nei,7.48,0
K0585,62,15,55.17,10.19,3,0,Ett_aar,Ja,7.48,0
K0586,19,77,83.84,11.34,0,3,Maaned,Ja,5.1,0
K0587,53,23,44.06,5.76,3,1,Maaned,Nei,6.67,0
K0588,,59,55.73,11.98,1,1,Ett_aar,Nei,6.95,0
K0589,36,20,62.77,8.41,0,3,Maaned,Nei,5.22,0
K0590,53,58,69.25,9.73,0,1,To_aar,Ja,8.31,0
K0591,36,93,70.62,13.91,1,0,Ett_aar,Ja,7.14,0
K0592,69,73,73.24,2.97,1,2,Ett_aar,Ja,7.07,1
K0593,70,5,82.26,15.27,2,1,Maaned,Ja,7.7,0
K0594,42,37,56.83,6.91,2,0,To_aar,Ja,8.4,0
K0595,54,28,71.56,12.04,0,0,To_aar,Ja,7.12,0
K0596,18,41,47.74,9.26,2,1,Maaned,Nei,9.2,0
K0597,62,18,86.85,4.79,1,0,Maaned,Ja,7.86,0
K0598,55,23,92.74,11.66,0,0,Maaned,Nei,8.0,1
K0599,45,67,53.18,11.1,0,0,Ett_aar,Ja,6.01,0
K0600,54,23,82.62,11.0,0,0,Maaned,Nei,6.92,0
K0601,48,29,78.71,13.84,1,2,To_aar,Nei,5.5,0
K0602,45,67,81.23,14.13,2,0,Ett_aar,Ja,6.63,0
K0603,58,32,94.04,20.03,0,1,Maaned,Ja,8.33,1
K0604,62,30,50.37,4.27,1,0,Ett_aar,Nei,7.89,0
K0605,28,38,95.27,21.32,0,0,Ett_aar,Ja,8.42,0
K0606,33,33,71.04,15.57,0,0,Ett_aar,Nei,8.58,0
K0607,52,120,72.78,16.6,1,0,To_aar,Ja,7.06,0
K0608,38,104,51.5,11.9,1,1,To_aar,Ja,5.9,0
K0609,40,17,78.58,,0,0,Maaned,Nei,8.5,0
K0610,32,40,53.48,8.61,1,0,To_aar,Nei,10.0,0
K0611,49,37,68.67,,1,0,To_aar,Ja,6.2,0
K0612,44,120,40.22,8.93,0,0,To_aar,Ja,9.37,0
K0613,27,26,66.33,4.99,1,3,Ett_aar,Ja,8.17,0
K0614,31,41,45.13,4.14,2,0,Maaned,Nei,9.97,0
K0615,42,30,,7.44,0,1,Maaned,Ja,7.51,0
K0616,35,14,72.56,11.55,2,0,Maaned,Nei,6.5,0
K0617,59,28,83.79,9.74,0,2,To_aar,Ja,6.6,1
K0618,43,32,73.19,7.82,0,1,Maaned,Ja,8.35,0
K0619,47,46,68.63,14.98,1,1,Ett_aar,Ja,6.55,0
K0620,28,28,79.07,9.24,1,0,Maaned,Ja,6.21,0
K0621,40,34,74.32,7.19,2,1,Ett_aar,Ja,7.45,0
K0622,57,13,91.54,13.12,0,1,Maaned,Ja,8.74,0
K0623,38,70,95.01,9.45,2,2,Maaned,Ja,4.44,1
K0624,76,55,73.0,11.07,1,0,Ett_aar,Ja,9.02,0
K0625,39,38,58.45,6.69,1,0,Ett_aar,Ja,9.19,0
K0626,40,52,87.4,13.31,2,2,Maaned,Ja,4.87,1
K0627,39,35,79.78,14.17,1,1,Ett_aar,Nei,7.0,0
K0628,41,105,88.95,15.46,0,0,Maaned,Nei,7.83,0
K0629,45,36,65.85,16.35,1,2,Ett_aar,Nei,5.58,1
K0630,43,27,58.05,6.18,2,2,To_aar,Nei,6.17,0
K0631,44,40,60.04,7.94,0,1,Ett_aar,Ja,9.3,0
K0632,26,54,81.28,7.2,3,0,Maaned,Nei,6.48,1
K0633,32,48,95.23,10.5,0,0,Maaned,Ja,7.35,0
K0634,46,20,81.76,9.48,2,0,Maaned,Ja,7.3,0
K0635,46,40,69.41,11.45,2,0,To_aar,Ja,8.74,0
K0636,37,28,58.39,10.44,1,2,Maaned,Nei,6.78,0
K0637,41,101,91.65,11.47,1,1,Maaned,Ja,5.56,0
K0638,38,18,93.04,4.82,0,2,Maaned,Nei,6.58,0
K0639,29,53,74.64,16.31,1,0,To_aar,Nei,7.01,0
K0640,,34,58.22,7.77,2,1,Ett_aar,Ja,7.51,0
K0641,,52,58.19,12.71,0,0,To_aar,Ja,7.17,0
K0642,42,15,92.7,8.45,2,2,Maaned,Nei,4.51,0
K0643,37,7,91.01,11.33,1,1,Maaned,Nei,4.49,1
K0644,48,32,59.26,6.03,0,2,To_aar,Nei,7.86,0
K0645,30,56,82.42,12.09,1,0,Maaned,Ja,6.76,0
K0646,36,41,79.99,12.63,0,0,Maaned,Nei,6.98,0
K0647,18,54,69.92,11.96,2,2,Maaned,Nei,6.7,1
K0648,24,47,94.16,3.4,0,0,Maaned,Nei,7.22,0
K0649,18,19,94.53,17.65,2,0,Ett_aar,Nei,3.74,0
K0650,47,12,69.04,17.46,0,3,Maaned,Nei,5.42,1
K0651,45,36,61.45,14.34,0,0,Maaned,Nei,8.75,0
K0652,39,24,97.01,15.53,0,0,Maaned,Ja,8.19,0
K0653,21,30,83.78,13.42,5,1,Maaned,Nei,3.78,1
K0654,42,23,75.85,12.97,1,3,Maaned,Nei,5.73,1
K0655,18,45,81.74,10.74,0,2,Maaned,Nei,5.91,0
K0656,61,63,94.35,7.76,1,0,Maaned,Nei,8.06,0
K0657,,40,106.39,13.99,0,0,Maaned,Ja,6.84,0
K0658,47,29,93.87,20.95,1,0,Maaned,Nei,5.94,1
K0659,31,65,66.77,8.47,1,1,Ett_aar,Ja,7.15,0
K0660,39,18,68.6,14.46,2,0,Maaned,Ja,6.56,0
K0661,35,98,87.15,12.36,0,1,Maaned,Nei,6.67,0
K0662,18,13,58.89,1.53,0,0,Ett_aar,Ja,9.82,0
K0663,49,42,83.18,10.32,2,1,Maaned,Nei,4.59,0
K0664,37,15,85.85,10.97,3,2,Maaned,Nei,7.45,1
K0665,27,53,56.3,11.4,3,0,Ett_aar,Ja,7.93,0
K0666,18,45,80.95,13.71,0,0,Ett_aar,Ja,7.1,0
K0667,29,120,94.67,12.41,3,0,Ett_aar,Nei,5.1,0
K0668,30,23,56.79,11.64,1,0,Maaned,Nei,7.95,0
K0669,55,102,54.29,19.0,1,2,Ett_aar,Ja,5.35,0
K0670,34,67,75.21,15.91,0,3,Maaned,Ja,6.8,1
K0671,37,42,63.75,11.86,2,1,Ett_aar,Nei,4.97,0
K0672,36,27,81.02,14.13,0,1,Maaned,Ja,8.2,0
K0673,36,31,96.6,12.26,1,5,Maaned,Ja,4.73,1
K0674,46,117,87.89,4.5,0,1,Maaned,Ja,6.4,0
K0675,47,15,56.0,15.66,2,0,Ett_aar,Nei,7.5,0
K0676,32,120,94.85,7.66,1,1,Ett_aar,Nei,6.9,0
K0677,48,42,70.51,12.58,1,1,Maaned,Nei,5.31,0
K0678,30,120,60.98,14.04,1,1,Ett_aar,Ja,6.38,0
K0679,49,106,80.46,8.01,3,3,Maaned,Ja,4.16,1
K0680,27,31,75.36,11.0,1,2,Maaned,Nei,5.74,1
K0681,49,82,60.33,12.69,0,1,Ett_aar,Nei,7.07,0
K0682,57,67,86.36,12.3,1,0,Maaned,Ja,5.74,0
K0683,38,8,81.3,18.06,1,1,Maaned,Nei,6.49,0
K0684,34,32,78.27,10.62,0,4,Maaned,Nei,7.87,1
K0685,45,27,56.72,4.77,0,0,Maaned,Ja,9.12,0
K0686,33,37,77.07,12.72,2,1,Ett_aar,Nei,6.52,0
K0687,49,36,98.02,16.69,0,3,Maaned,Nei,,1
K0688,55,41,80.3,14.89,0,2,Maaned,Nei,6.0,0
K0689,52,75,87.46,16.06,1,0,Ett_aar,Nei,7.72,0
K0690,27,27,55.75,6.22,1,1,Ett_aar,Nei,6.11,0
K0691,41,30,87.1,13.99,3,0,Maaned,Ja,5.5,0
K0692,30,28,73.41,18.89,0,0,Ett_aar,Ja,6.23,0
K0693,37,33,76.85,15.49,2,1,Maaned,Nei,5.07,0
K0694,51,34,71.93,15.84,0,0,Maaned,Ja,8.09,0
K0695,18,32,66.01,13.55,2,0,Maaned,Nei,6.71,0
K0696,54,28,92.57,11.56,0,0,Maaned,Ja,5.82,1
K0697,25,13,87.55,12.07,2,0,Maaned,Ja,7.28,0
K0698,33,42,68.89,5.88,1,0,Maaned,Nei,6.91,0
K0699,18,43,81.26,7.49,1,1,Ett_aar,Nei,7.1,0
K0700,24,23,98.43,15.68,0,2,Maaned,Nei,7.66,0
K0701,25,39,84.0,7.86,1,0,Maaned,Nei,4.89,0
K0702,41,38,72.94,10.42,0,1,Maaned,Nei,9.1,0
K0703,63,69,62.56,11.21,3,1,To_aar,Ja,7.04,0
K0704,22,29,78.22,11.94,4,1,Ett_aar,Ja,5.0,0
K0705,22,59,83.08,16.13,2,3,Maaned,Nei,2.21,1
K0706,42,40,54.52,1.83,0,1,To_aar,Ja,8.36,0
K0707,36,14,65.22,6.42,2,1,Maaned,Nei,6.82,0
K0708,19,60,78.09,13.58,1,0,Maaned,Ja,8.71,0
K0709,37,93,80.08,9.59,4,0,Ett_aar,Nei,6.07,0
K0710,38,69,72.78,13.66,0,1,To_aar,Ja,,0
K0711,46,101,39.0,9.35,1,0,To_aar,Ja,6.76,0
K0712,52,16,52.13,6.99,5,0,Ett_aar,Ja,6.81,0
K0713,,36,65.84,8.91,2,3,Ett_aar,Nei,5.91,1
K0714,32,30,66.14,13.73,1,1,Maaned,Nei,9.82,1
K0715,27,13,68.95,7.63,0,1,Ett_aar,Nei,7.13,0
K0716,20,28,88.37,20.8,3,1,Maaned,Nei,4.02,1
K0717,39,57,62.82,8.34,0,0,Ett_aar,Nei,8.79,0
K0718,53,5,79.97,13.58,1,1,Maaned,Nei,8.65,0
K0719,48,26,67.97,21.81,4,0,To_aar,Ja,4.42,0
K0720,37,40,53.92,11.73,1,0,Ett_aar,Ja,7.38,0
K0721,39,42,69.89,12.76,2,2,Ett_aar,Ja,,0
K0722,48,25,93.49,19.29,0,1,Maaned,Nei,6.8,0
K0723,49,16,63.14,10.09,2,0,Maaned,Ja,6.63,0
K0724,46,51,74.18,12.41,1,0,To_aar,Ja,7.69,0
K0725,39,41,89.19,7.54,3,1,Maaned,Ja,4.68,1
K0726,45,13,69.72,9.99,0,0,Maaned,Ja,7.66,0
K0727,33,43,68.28,11.96,3,0,To_aar,Ja,3.95,0
K0728,35,72,64.41,7.91,1,0,To_aar,Ja,7.24,0
K0729,18,57,83.47,13.7,3,0,Maaned,Nei,5.6,0
K0730,59,78,76.05,12.55,3,2,To_aar,Ja,2.38,0
K0731,27,31,72.55,12.27,0,1,Maaned,Nei,8.38,0
K0732,18,29,76.48,6.1,3,0,Ett_aar,Ja,7.38,0
K0733,18,10,74.6,8.38,3,0,Maaned,Ja,4.17,1
K0734,55,79,89.51,14.65,1,0,Ett_aar,Ja,7.64,0
K0735,31,76,74.6,8.76,1,0,Ett_aar,Ja,6.56,0
K0736,38,40,64.9,14.5,0,0,To_aar,Ja,8.52,0
K0737,38,110,67.25,16.29,1,2,To_aar,Nei,5.67,0
K0738,46,94,67.02,11.76,1,0,Maaned,Ja,8.24,0
K0739,34,36,75.1,8.45,1,1,Maaned,Ja,8.45,0
K0740,50,23,90.62,13.74,1,1,Maaned,Nei,8.23,0
K0741,18,70,63.77,10.01,2,1,To_aar,Ja,,0
K0742,31,23,87.32,8.97,3,1,Maaned,Nei,6.02,0
K0743,48,76,77.97,0.5,0,1,Maaned,Nei,8.02,0
K0744,46,26,60.31,10.74,3,2,Ett_aar,Ja,3.63,0
K0745,27,54,86.68,8.09,0,3,Maaned,Nei,3.14,1
K0746,37,28,,7.34,1,1,Maaned,Nei,5.81,1
K0747,29,69,71.96,10.01,1,3,Ett_aar,Nei,6.6,1
K0748,38,14,67.81,5.93,1,0,Maaned,Nei,7.32,0
K0749,50,65,89.35,11.84,3,2,Maaned,Nei,4.97,0
K0750,37,21,72.42,9.69,1,0,Maaned,Nei,7.46,0
K0751,36,15,74.96,12.86,0,2,Maaned,Nei,4.87,0
K0752,36,29,89.33,14.24,1,1,Maaned,Nei,7.62,0
K0753,31,33,69.61,3.94,3,2,Maaned,Ja,4.12,0
K0754,54,24,69.19,0.5,4,2,Maaned,Ja,4.6,1
K0755,60,106,81.79,12.42,3,1,Maaned,Ja,4.2,0
K0756,39,67,92.5,4.98,2,1,Maaned,Ja,3.21,1
K0757,46,51,83.19,19.72,0,1,To_aar,Ja,7.06,0
K0758,27,79,78.25,13.85,1,4,Ett_aar,Nei,7.96,0
K0759,43,23,78.65,10.94,1,1,Maaned,Nei,5.98,1
K0760,59,12,87.22,3.21,3,0,Maaned,Ja,3.49,1
K0761,31,50,47.45,7.45,1,4,To_aar,Nei,5.24,0
K0762,57,55,,19.08,1,0,Maaned,Ja,7.71,0
K0763,69,21,60.39,9.06,1,3,Ett_aar,Nei,4.79,1
K0764,32,27,57.59,1.97,2,2,Ett_aar,Nei,,0
K0765,41,42,64.01,19.35,0,1,To_aar,Ja,7.19,0
K0766,51,95,55.87,11.48,1,0,To_aar,Ja,7.48,0
K0767,35,16,77.79,14.31,2,2,Maaned,Nei,6.11,1
K0768,38,31,59.55,9.65,0,1,To_aar,Ja,6.79,0
K0769,25,46,76.07,9.82,1,1,Maaned,Nei,7.72,0
K0770,39,18,104.92,18.29,3,0,Maaned,Ja,4.95,0
K0771,64,16,71.62,13.24,3,1,Maaned,Nei,4.79,1
K0772,34,95,60.65,6.36,0,0,To_aar,Ja,7.78,0
K0773,49,97,63.36,21.1,1,0,Maaned,Ja,6.21,0
K0774,54,120,70.08,7.08,0,1,Maaned,Ja,5.32,0
K0775,18,45,65.98,18.59,1,1,Ett_aar,Ja,6.86,0
K0776,53,28,67.18,18.43,0,1,Maaned,Nei,8.76,0
K0777,36,14,80.67,6.8,2,1,Maaned,Nei,7.32,1
K0778,41,16,49.98,14.22,2,1,Maaned,Ja,5.91,0
K0779,57,35,73.76,6.07,1,1,Maaned,Nei,5.32,1
K0780,45,98,40.05,10.98,1,1,Ett_aar,Nei,7.97,0
K0781,60,41,72.96,4.91,1,1,Maaned,Ja,6.75,0
K0782,22,18,95.84,8.96,1,1,Maaned,Nei,7.89,1
K0783,49,93,53.48,16.34,2,0,Ett_aar,Ja,5.75,0
